"AssetTag","Name","Model","WarrantyExpires","Status","DaysRemaining","PurchaseDate","PurchaseCost"
"2438","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"880","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"1801","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"400","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"3155","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1219","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"435","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"1416","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"1sw9c2","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"1swe1m","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"190","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"847","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"2053","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1506","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"856","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"644","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"860","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"1782","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"2492","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"1514","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"1900","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"502","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"3157","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1337","","Acer Chromebook 317","N/A","No Warranty Data",,"N/A","400.00"
"44","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"2563","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"2129","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"2524","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"511","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"2520","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"2327","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"740","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"1986","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"2020","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1sw97y","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"1013","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"1967","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1757","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"1sw5fe","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"CB-547-6H0Z5Y2","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"1sw9jp","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"1490","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"1sw3gq","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"2869","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1sw1x0","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"2251","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"1370","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"CB-912-FB6C6Y2","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"2559","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"CB-782-8XG45Y2","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"944","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"2352","","Dell Latitude 3445 Chromebook","N/A","No Warranty Data",,"N/A","400.00"
"1995","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"618","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"2521","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"285","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"2042","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1798","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"47","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1160","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"1020","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"1292","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"1261","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1433","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"2634","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"2363","","Dell Latitude 3445 Chromebook","N/A","No Warranty Data",,"N/A","400.00"
"415","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"1sw98w","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"1222","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"3153","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1SW7HH","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"733","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"1888","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1729","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"1019","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"1470","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"210","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1swe0h","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"2236","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"755","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"2515","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"302","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"872","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"1531","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"1819","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"601","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"344","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"2671","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"58","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"19","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"253","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"3178","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1492","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"959","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"851","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"411","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1172","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"3176","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1096","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"67","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"503","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"1568","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"1087","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"488","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"274","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1509","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"1137","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"2024","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"2293","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"2479","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"2443","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"1150","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"2591","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"18","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"2623","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"1912","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"2081","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1796","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"278","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"597","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"1sw5fr","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"2120","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"540","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"2376","","Dell Latitude 3445 Chromebook","N/A","No Warranty Data",,"N/A","400.00"
"1493","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"1735","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"294","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1sw0wa","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"1082","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"1373","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"794","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"1217","","Dell Chromebook 13 (3380)","N/A","No Warranty Data",,"N/A","400.00"
"609","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"2009","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"646","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"1SW3K3","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"1sw20e","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"598","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"1sw3jv","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"2827","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"1771","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1511","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"1549","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"5","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1133","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"2440","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"1996","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"2604","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"1sw2cg","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"1SW9HJ","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"1260","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"291","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1swe7c","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"1431","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"373","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1189","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"614","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"628","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"2402","","Dell Latitude 3445 Chromebook","N/A","No Warranty Data",,"N/A","400.00"
"2109","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"589","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"529","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"1952","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"DR2HZN2","","Dell Chromebook 13 (3380)","N/A","No Warranty Data",,"N/A","400.00"
"3182","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"988","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"1167","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"2709","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"937","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"600","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"2813","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"3180","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"873","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"2013","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"1699","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"1SW5CE","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"2542","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"439","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"1sw1yw","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"1522","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"85","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"2365","","Dell Latitude 3445 Chromebook","N/A","No Warranty Data",,"N/A","400.00"
"279","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
"995","","Dell Chromebook 3400","N/A","No Warranty Data",,"N/A","400.00"
"721","","Chromebook 14 G6","N/A","No Warranty Data",,"N/A","400.00"
"2527","","Dell Chromebook 3110","N/A","No Warranty Data",,"N/A","400.00"
"1459","","Lenovo 14e Chromebook, Lenovo Chromebook S345-14","N/A","No Warranty Data",,"N/A","400.00"
"1833","","HP Chromebook 14 G7","N/A","No Warranty Data",,"N/A","400.00"
